app_id,name,price,genres,tags,platforms,positive_review_ratio,num_reviews
100588,Game_588,57.4,Action,Competitive|Multiplayer|Singleplayer|Story Rich,Linux,0.71,80793
100589,Game_589,37.69,Sports,Story Rich|Singleplayer|Open World,Mac|Linux|Windows,0.95,50335
100590,Game_590,35.76,RPG|Strategy,Multiplayer|Singleplayer|Co-op,Mac,0.96,9017
100591,Game_591,40.37,Adventure,Story Rich|Multiplayer,Windows,0.89,95700
100592,Game_592,43.06,Action|Indie|Strategy,Story Rich|Open World|Singleplayer|Competitive,Linux|Windows|Mac,0.74,19825
100593,Game_593,45.81,Sports|Indie,Co-op|Story Rich|Singleplayer|Competitive,Linux,0.66,6596
100594,Game_594,55.7,Adventure|Action,Singleplayer|Co-op,Mac|Windows|Linux,0.8,71335
100595,Game_595,50.08,Action|RPG|Simulation,Multiplayer|Singleplayer|Co-op,Mac|Windows,0.75,19709
100596,Game_596,20.02,Adventure|Action,Open World|Singleplayer,Linux,0.92,47467
100597,Game_597,54.93,Simulation,Open World|Multiplayer,Windows|Mac,0.91,22154
100598,Game_598,59.74,Strategy|Adventure|Simulation,Story Rich|Competitive,Linux|Mac|Windows,0.8,15048
100599,Game_599,49.28,Simulation|Strategy|Adventure,Co-op|Competitive,Linux|Windows,0.94,60922
100600,Game_600,20.21,Strategy,Singleplayer|Competitive|Co-op|Open World,Linux|Windows,0.75,67484
100601,Game_601,15.9,Sports,Open World|Story Rich|Co-op,Mac,0.62,20931
100602,Game_602,11.3,Strategy|Adventure,Co-op|Multiplayer,Linux|Windows|Mac,0.74,13871
100603,Game_603,8.27,Action,Open World|Competitive|Story Rich,Windows,0.92,20051
100604,Game_604,35.99,Action|Indie|Adventure,Singleplayer|Story Rich,Windows,0.78,58785
100605,Game_605,50.67,Indie|Sports,Singleplayer|Story Rich|Competitive|Multiplayer,Mac|Linux,0.69,23036
100606,Game_606,48.51,Simulation,Singleplayer|Multiplayer,Mac,0.6,28401
100607,Game_607,29.55,Sports|Simulation,Co-op|Multiplayer|Singleplayer,Mac|Windows|Linux,0.74,84698
100608,Game_608,14.75,Strategy|Simulation,Competitive|Story Rich,Mac,0.71,51976
100609,Game_609,29.94,Indie|Action,Open World|Co-op|Story Rich,Linux|Windows,0.74,23704
100610,Game_610,41.53,Sports|Strategy|Simulation,Story Rich|Singleplayer|Open World|Competitive,Linux,0.84,17504
100611,Game_611,8.1,Action,Singleplayer|Co-op,Mac,0.83,80126
100612,Game_612,30.87,RPG|Strategy,Co-op|Competitive|Open World,Mac|Windows|Linux,0.69,60482
100613,Game_613,50.87,Simulation|Adventure,Co-op|Story Rich,Linux,0.88,17813
100614,Game_614,1.68,Sports|Adventure|RPG,Co-op|Singleplayer|Multiplayer|Open World,Windows|Mac|Linux,0.8,79926
100615,Game_615,42.41,Sports|Adventure,Story Rich|Co-op|Multiplayer|Competitive,Windows,0.83,63968
100616,Game_616,10.83,RPG,Story Rich|Singleplayer|Competitive,Linux|Mac|Windows,0.79,7846
100617,Game_617,54.98,Simulation|Action|Sports,Story Rich|Competitive|Multiplayer,Mac,0.9,83412
100618,Game_618,58.8,Adventure|Sports|Action,Multiplayer|Singleplayer|Co-op|Open World,Windows|Mac|Linux,0.77,69318
100619,Game_619,41.74,Adventure|Action,Open World|Multiplayer|Story Rich|Singleplayer,Mac|Linux|Windows,0.67,80752
100620,Game_620,40.36,Adventure,Open World|Story Rich|Co-op,Mac|Windows,0.79,18589
100621,Game_621,27.99,RPG|Indie,Co-op|Singleplayer,Linux|Windows,0.86,54676
100622,Game_622,2.49,Strategy|Indie|Sports,Co-op|Competitive|Story Rich|Singleplayer,Windows|Mac,0.92,18024
100623,Game_623,27.17,Strategy|Simulation|RPG,Co-op|Open World,Windows|Linux,0.97,97593
100624,Game_624,35.39,Sports|Indie,Co-op|Competitive|Multiplayer,Linux,0.7,99291
100625,Game_625,49.18,Action|Strategy,Story Rich|Multiplayer|Competitive,Mac|Windows,0.81,73328
100626,Game_626,21.51,Strategy|Simulation,Competitive|Co-op,Linux,0.77,45218
100627,Game_627,57.06,Simulation,Singleplayer|Competitive,Mac|Linux|Windows,0.64,78756
100628,Game_628,34.11,Strategy|Indie,Open World|Competitive,Linux|Windows|Mac,0.97,27394
100629,Game_629,35.36,Sports,Competitive|Multiplayer|Story Rich|Co-op,Linux|Windows|Mac,0.77,50506
100630,Game_630,31.79,Indie|RPG,Open World|Co-op|Story Rich,Windows|Linux,0.76,71003
100631,Game_631,14.95,Strategy|Adventure|Indie,Singleplayer|Multiplayer|Story Rich,Windows|Linux|Mac,0.64,16119
100632,Game_632,58.99,Indie,Singleplayer|Story Rich,Windows,0.8,70951
100633,Game_633,27.7,Strategy|Indie,Multiplayer|Singleplayer|Co-op,Linux,0.62,71071
100634,Game_634,25.61,Sports,Multiplayer|Singleplayer,Mac|Windows|Linux,0.85,25823
100635,Game_635,41.51,Action,Competitive|Singleplayer,Linux|Windows|Mac,0.81,88073
100636,Game_636,1.63,Action,Singleplayer|Co-op|Multiplayer|Open World,Linux|Windows,0.65,75651
100637,Game_637,34.35,RPG|Sports|Action,Story Rich|Co-op|Multiplayer|Competitive,Windows|Mac|Linux,0.72,30623
100638,Game_638,7.2,Sports|Adventure,Co-op|Competitive|Singleplayer,Linux|Windows,0.72,67657
100639,Game_639,56.86,Adventure|Simulation,Singleplayer|Co-op|Story Rich,Mac,0.61,86730
100640,Game_640,41.61,Action|Adventure,Multiplayer|Open World|Singleplayer|Competitive,Linux|Mac,0.68,82438
100641,Game_641,46.28,Sports,Co-op|Singleplayer|Open World,Windows,0.66,81702
100642,Game_642,26.38,RPG|Adventure,Singleplayer|Story Rich,Mac|Linux,0.96,64605
100643,Game_643,0.2,RPG,Singleplayer|Open World|Multiplayer,Mac,0.73,14585
100644,Game_644,1.92,Action,Singleplayer|Story Rich|Open World|Competitive,Mac|Linux,0.74,23006
100645,Game_645,19.64,Simulation,Co-op|Open World|Competitive|Multiplayer,Linux,0.8,29367
100646,Game_646,43.82,Simulation|Adventure,Open World|Competitive|Singleplayer,Linux|Mac,0.97,6553
100647,Game_647,18.48,Simulation|Action|Indie,Story Rich|Multiplayer|Singleplayer|Open World,Mac|Linux,0.84,91804
100648,Game_648,59.39,Strategy|Indie,Co-op|Competitive|Story Rich,Linux|Mac|Windows,0.95,21270
100649,Game_649,24.74,Strategy,Co-op|Competitive|Multiplayer|Open World,Windows,0.87,79702
100650,Game_650,43.64,Simulation|Adventure,Competitive|Co-op,Windows,0.62,79849
100651,Game_651,57.62,Adventure|Strategy|Simulation,Multiplayer|Open World|Singleplayer|Story Rich,Windows|Mac,0.63,65907
100652,Game_652,29.29,Indie|Strategy,Singleplayer|Competitive|Co-op|Multiplayer,Mac,0.81,6605
100653,Game_653,40.81,Simulation,Singleplayer|Open World|Co-op,Linux|Mac|Windows,0.67,82477
100654,Game_654,33.94,Adventure|Strategy|Action,Multiplayer|Open World|Singleplayer|Story Rich,Linux,0.68,43273
100655,Game_655,37.78,Adventure|Indie,Singleplayer|Multiplayer,Windows,0.76,33741
100656,Game_656,28.49,RPG|Indie,Open World|Multiplayer|Singleplayer,Mac|Linux,0.71,55817
100657,Game_657,49.74,Strategy,Story Rich|Co-op|Open World,Windows|Mac,0.71,11089
100658,Game_658,5.16,Indie|Action|Simulation,Singleplayer|Open World|Co-op|Story Rich,Mac|Windows|Linux,0.6,93917
100659,Game_659,3.5,Sports|RPG,Multiplayer|Story Rich|Singleplayer,Mac,0.81,76173
100660,Game_660,35.97,Sports,Multiplayer|Story Rich|Competitive,Mac,0.64,1613
100661,Game_661,1.74,Adventure,Competitive|Open World|Co-op|Multiplayer,Windows|Mac|Linux,0.64,63059
100662,Game_662,15.65,Indie|Strategy|Adventure,Story Rich|Co-op|Multiplayer,Mac|Linux|Windows,0.61,73757
100663,Game_663,10.57,Sports,Competitive|Singleplayer|Story Rich|Co-op,Mac|Windows|Linux,0.7,26913
100664,Game_664,11.82,RPG|Strategy|Simulation,Co-op|Story Rich|Multiplayer,Linux,0.73,1439
100665,Game_665,46.37,Strategy|Simulation|Sports,Competitive|Singleplayer|Story Rich,Windows|Linux|Mac,0.63,17791
100666,Game_666,59.07,RPG|Action,Story Rich|Co-op|Multiplayer,Mac|Linux,0.86,40160
100667,Game_667,7.18,Indie|Action,Open World|Multiplayer|Singleplayer,Windows|Linux,0.89,65819
100668,Game_668,5.86,RPG|Sports|Simulation,Competitive|Co-op|Open World|Story Rich,Windows,0.89,1815
100669,Game_669,4.63,RPG|Sports,Co-op|Multiplayer|Story Rich|Competitive,Linux|Mac|Windows,0.69,70098
100670,Game_670,44.81,Sports|Adventure|RPG,Open World|Singleplayer|Multiplayer|Story Rich,Windows,0.94,89113
100671,Game_671,30.82,Strategy,Story Rich|Open World|Competitive|Singleplayer,Windows|Mac,0.83,83234
100672,Game_672,55.97,Indie,Story Rich|Competitive|Open World,Mac|Linux|Windows,0.84,17610
100673,Game_673,27.27,RPG|Indie|Strategy,Story Rich|Singleplayer|Co-op,Windows|Mac,0.68,70145
100674,Game_674,27.03,RPG|Sports,Singleplayer|Co-op|Story Rich|Multiplayer,Linux,0.87,43512
100675,Game_675,10.86,Simulation|RPG|Strategy,Co-op|Multiplayer|Singleplayer|Competitive,Mac|Linux,0.75,36070
100676,Game_676,40.68,Adventure|Indie,Story Rich|Multiplayer|Co-op|Competitive,Mac|Windows,0.96,9606
100677,Game_677,21.07,Strategy|Simulation|Sports,Story Rich|Multiplayer|Open World,Windows|Mac|Linux,0.82,27764
100678,Game_678,47.04,Action|Indie|Sports,Co-op|Competitive,Mac|Windows|Linux,0.68,45061
100679,Game_679,53.38,Simulation|Action,Story Rich|Open World|Singleplayer|Competitive,Windows|Mac|Linux,0.66,76930
100680,Game_680,58.31,Sports|Action,Singleplayer|Co-op|Multiplayer|Competitive,Windows|Mac|Linux,0.74,71571
100681,Game_681,12.43,Sports,Story Rich|Competitive|Co-op,Mac,0.68,56743
100682,Game_682,55.48,Strategy,Story Rich|Co-op|Open World|Singleplayer,Linux,0.76,96554
100683,Game_683,15.87,Simulation|RPG|Action,Singleplayer|Open World|Story Rich,Windows,0.65,46365
100684,Game_684,15.95,RPG,Multiplayer|Open World|Story Rich,Windows,0.95,14612
100685,Game_685,17.73,Sports,Multiplayer|Open World|Singleplayer|Competitive,Windows|Linux|Mac,0.84,94805
100686,Game_686,30.42,Strategy,Singleplayer|Multiplayer|Competitive|Open World,Mac,0.62,93959
100687,Game_687,12.23,Adventure|Indie|Simulation,Competitive|Open World|Singleplayer,Mac,0.86,26133
100688,Game_688,32.92,Indie|RPG,Open World|Competitive,Linux,0.72,94241
100689,Game_689,3.31,Adventure|RPG,Story Rich|Open World,Mac|Linux|Windows,0.64,77488
100690,Game_690,12.2,Strategy|RPG,Story Rich|Competitive,Mac,0.69,81182
100691,Game_691,6.24,Action|RPG|Sports,Open World|Competitive,Windows,0.88,52609
100692,Game_692,15.86,RPG|Simulation,Multiplayer|Story Rich,Mac|Linux,0.89,56154
100693,Game_693,20.16,Simulation,Singleplayer|Story Rich|Open World|Multiplayer,Mac|Windows|Linux,0.74,98274
100694,Game_694,9.58,Adventure|Strategy,Story Rich|Co-op|Competitive,Windows|Linux|Mac,0.84,99534
100695,Game_695,50.96,Strategy|Adventure,Singleplayer|Story Rich|Open World|Co-op,Mac|Linux|Windows,0.8,90368
100696,Game_696,47.06,RPG|Sports,Co-op|Story Rich,Mac|Linux|Windows,0.68,93116
100697,Game_697,5.79,RPG|Simulation|Adventure,Open World|Story Rich|Singleplayer,Mac,0.65,92016
100698,Game_698,44.77,Action,Co-op|Competitive|Singleplayer|Multiplayer,Mac|Linux|Windows,0.79,90456
100699,Game_699,41.39,Action,Open World|Competitive|Multiplayer,Linux,0.67,11458
100700,Game_700,59.21,RPG|Indie,Multiplayer|Co-op|Singleplayer|Competitive,Windows|Linux,0.69,25609
100701,Game_701,33.27,Strategy,Co-op|Multiplayer|Competitive,Windows,0.83,19391
100702,Game_702,16.77,Simulation,Open World|Story Rich|Co-op|Competitive,Windows|Mac|Linux,0.9,70334
100703,Game_703,9.57,Sports|Indie|Simulation,Competitive|Co-op|Story Rich,Mac|Windows,0.77,54220
100704,Game_704,49.54,Indie|Sports|Simulation,Story Rich|Open World,Windows,0.96,26851
100705,Game_705,45.54,RPG|Strategy|Action,Singleplayer|Co-op|Multiplayer|Competitive,Windows,0.85,35225
100706,Game_706,40.42,Indie,Singleplayer|Co-op|Multiplayer|Open World,Windows|Mac,0.65,96785
100707,Game_707,48.03,RPG,Multiplayer|Open World|Co-op|Story Rich,Mac,0.82,13311
100708,Game_708,58.15,Strategy,Competitive|Multiplayer|Singleplayer,Linux,0.76,43398
100709,Game_709,8.14,Action|Indie|Simulation,Open World|Competitive|Singleplayer|Story Rich,Linux|Mac|Windows,0.77,96966
100710,Game_710,32.26,Indie|Sports|RPG,Singleplayer|Competitive|Co-op|Multiplayer,Windows|Linux,0.82,97940
100711,Game_711,37.79,Sports,Singleplayer|Open World|Multiplayer,Windows|Linux,0.88,68608
100712,Game_712,47.55,Simulation,Co-op|Singleplayer|Open World,Linux,0.64,27490
100713,Game_713,50.31,RPG,Multiplayer|Co-op|Singleplayer,Mac|Linux,0.82,82537
100714,Game_714,9.59,Strategy|Indie|Adventure,Competitive|Co-op,Windows,0.7,12808
100715,Game_715,35.24,Indie,Multiplayer|Singleplayer,Linux|Windows|Mac,0.67,24250
100716,Game_716,48.54,Adventure|Strategy,Competitive|Singleplayer|Co-op|Multiplayer,Linux|Mac|Windows,0.93,13940
100717,Game_717,14.72,Simulation,Co-op|Story Rich|Multiplayer,Windows|Mac|Linux,0.65,41342
100718,Game_718,5.59,Action,Co-op|Story Rich|Open World|Competitive,Mac|Linux|Windows,0.88,87351
100719,Game_719,24.23,Adventure|RPG|Action,Story Rich|Singleplayer|Co-op,Mac,0.69,73449
100720,Game_720,41.49,Simulation|Action|Sports,Story Rich|Multiplayer|Open World,Mac|Windows,0.69,8126
100721,Game_721,42.0,Adventure|Strategy|Simulation,Story Rich|Competitive|Co-op,Mac|Linux,0.71,22124
100722,Game_722,44.16,Indie|Sports|Adventure,Open World|Story Rich|Competitive,Mac|Linux,0.76,60054
100723,Game_723,55.03,RPG|Adventure,Singleplayer|Co-op|Story Rich,Mac,0.92,13522
100724,Game_724,15.11,Sports|Action|Simulation,Singleplayer|Multiplayer|Competitive,Windows|Mac,0.72,30607
100725,Game_725,55.71,Adventure|Sports|Indie,Singleplayer|Open World|Story Rich|Competitive,Mac|Linux,0.81,48672
100726,Game_726,14.32,Adventure|RPG|Action,Story Rich|Co-op|Open World,Mac|Linux|Windows,0.87,79618
100727,Game_727,28.22,Strategy|Simulation|RPG,Co-op|Competitive|Singleplayer|Story Rich,Windows,0.78,26279
100728,Game_728,8.27,Adventure,Co-op|Competitive,Windows|Mac,0.66,56713
100729,Game_729,58.58,Action|Sports,Co-op|Multiplayer,Mac,0.97,87739
100730,Game_730,17.19,Indie|Simulation,Co-op|Multiplayer|Story Rich|Competitive,Linux,0.77,41675
100731,Game_731,55.06,Action|Sports|Indie,Story Rich|Open World|Co-op,Mac,0.66,69992
100732,Game_732,37.47,Action|Sports|Simulation,Singleplayer|Co-op,Linux,0.88,21607
100733,Game_733,23.28,RPG|Adventure|Sports,Multiplayer|Story Rich|Competitive,Mac|Linux,0.71,20217
100734,Game_734,47.9,Strategy|Indie|Adventure,Open World|Multiplayer,Windows|Linux|Mac,0.73,67240
100735,Game_735,25.47,Simulation|Action,Competitive|Singleplayer|Story Rich,Linux,0.71,77385
100736,Game_736,30.11,Indie,Multiplayer|Story Rich|Singleplayer|Open World,Windows|Linux,0.69,97773
100737,Game_737,53.18,Indie|Strategy,Story Rich|Multiplayer|Singleplayer|Open World,Linux|Mac|Windows,0.92,88183
100738,Game_738,18.0,RPG|Adventure|Strategy,Story Rich|Multiplayer|Open World,Windows|Mac,0.6,25712
100739,Game_739,30.91,Simulation|Strategy|Sports,Competitive|Story Rich|Singleplayer|Co-op,Windows|Mac,0.77,3426
100740,Game_740,30.01,Simulation|Strategy|Adventure,Singleplayer|Open World|Co-op|Story Rich,Windows|Mac|Linux,0.96,68391
100741,Game_741,59.07,Action|Simulation|Indie,Open World|Competitive|Co-op|Singleplayer,Linux|Windows|Mac,0.94,4301
100742,Game_742,59.5,RPG,Open World|Competitive|Co-op|Story Rich,Mac|Linux|Windows,0.76,90325
100743,Game_743,37.53,Simulation,Co-op|Open World|Competitive,Mac,0.65,2848
100744,Game_744,33.14,Action,Singleplayer|Open World|Competitive,Mac|Windows,0.63,18025
100745,Game_745,7.87,Indie|RPG,Co-op|Competitive|Singleplayer,Windows|Linux,0.95,45885
100746,Game_746,39.15,Simulation|Action,Open World|Multiplayer,Linux,0.65,92754
100747,Game_747,43.02,Strategy,Open World|Co-op|Competitive|Multiplayer,Windows,0.92,20146
100748,Game_748,41.88,Strategy,Story Rich|Co-op,Linux,0.95,2248
100749,Game_749,33.17,RPG,Story Rich|Open World,Mac|Windows,0.81,85396
100750,Game_750,39.82,Indie|Strategy|Action,Co-op|Multiplayer,Linux|Windows,0.61,57911
100751,Game_751,27.98,Strategy,Story Rich|Co-op|Competitive|Multiplayer,Mac|Linux|Windows,0.73,39930
100752,Game_752,10.56,Indie,Multiplayer|Co-op,Linux,0.92,51793
100753,Game_753,23.79,Action|Indie,Competitive|Co-op|Multiplayer,Windows,0.96,53112
100754,Game_754,57.21,Action|Sports|RPG,Story Rich|Singleplayer|Co-op,Windows|Mac|Linux,0.79,59316
100755,Game_755,20.03,Adventure,Singleplayer|Open World|Multiplayer,Mac,0.74,3654
100756,Game_756,17.32,Strategy|Indie|Simulation,Co-op|Competitive|Story Rich,Linux,0.7,43844
100757,Game_757,59.11,Sports|Simulation|RPG,Story Rich|Open World,Mac,0.77,42888
100758,Game_758,55.35,Sports,Multiplayer|Open World,Windows|Mac|Linux,0.66,17541
100759,Game_759,10.01,Strategy,Co-op|Singleplayer|Competitive,Mac|Windows,0.82,68313
100760,Game_760,56.9,Action|Simulation,Multiplayer|Competitive|Open World|Story Rich,Linux|Mac,0.83,16762
100761,Game_761,24.46,Sports|Strategy,Co-op|Story Rich|Open World,Windows|Mac,0.7,59289
100762,Game_762,19.68,Strategy|RPG|Action,Competitive|Story Rich|Co-op,Linux|Windows|Mac,0.79,62922
100763,Game_763,35.37,Action|RPG,Multiplayer|Story Rich|Competitive|Co-op,Linux,0.62,74275
100764,Game_764,10.07,Strategy|Simulation|Action,Co-op|Story Rich|Competitive,Mac|Windows|Linux,0.94,87490
100765,Game_765,22.09,RPG,Singleplayer|Story Rich|Open World|Co-op,Linux,0.61,90604
100766,Game_766,13.01,Indie|Strategy,Singleplayer|Story Rich|Competitive|Open World,Mac|Windows,0.77,42807
100767,Game_767,1.06,RPG,Story Rich|Co-op|Open World,Windows,0.84,16929
100768,Game_768,11.88,Indie,Co-op|Multiplayer|Singleplayer,Windows|Mac,0.68,81566
100769,Game_769,49.45,Simulation|Strategy,Story Rich|Co-op,Mac,0.81,72334
100770,Game_770,35.8,Indie|Strategy|RPG,Multiplayer|Story Rich|Singleplayer|Open World,Windows|Linux|Mac,0.76,7032
100771,Game_771,9.36,RPG,Multiplayer|Singleplayer,Mac|Linux|Windows,0.84,29802
100772,Game_772,51.67,Strategy|RPG|Simulation,Open World|Competitive|Singleplayer,Mac|Windows|Linux,0.95,27767
100773,Game_773,50.01,Sports|RPG,Multiplayer|Co-op|Story Rich,Linux|Windows|Mac,0.87,66931
100774,Game_774,6.37,Action,Story Rich|Competitive|Multiplayer|Open World,Linux,0.75,24638
100775,Game_775,26.68,Adventure|Indie|Strategy,Competitive|Singleplayer|Open World,Mac|Linux|Windows,0.71,70111
100776,Game_776,18.11,Action|Sports,Story Rich|Open World|Multiplayer,Windows,0.92,34879
100777,Game_777,11.76,Sports,Co-op|Competitive|Multiplayer,Linux|Windows,0.96,36452
100778,Game_778,47.98,Strategy,Story Rich|Co-op|Singleplayer|Multiplayer,Mac|Linux,0.9,22306
100779,Game_779,11.76,Simulation,Co-op|Open World|Singleplayer|Story Rich,Windows,0.67,99380
100780,Game_780,43.84,Adventure|Indie,Open World|Co-op|Singleplayer|Story Rich,Mac|Linux|Windows,0.71,71167
100781,Game_781,59.69,Action,Co-op|Multiplayer|Story Rich,Mac|Windows,0.62,25959
100782,Game_782,56.41,Strategy,Singleplayer|Multiplayer,Windows|Linux,0.87,73937
100783,Game_783,48.57,Action|Simulation,Singleplayer|Open World|Competitive|Multiplayer,Mac,0.8,45872
100784,Game_784,51.44,RPG,Story Rich|Co-op,Windows|Linux,0.65,10720
100785,Game_785,14.29,Strategy,Singleplayer|Open World|Multiplayer,Mac|Linux,0.84,45360
100786,Game_786,52.81,Sports|Simulation|Action,Story Rich|Competitive,Windows,0.76,56369
100787,Game_787,20.86,Action,Singleplayer|Co-op,Windows,0.69,59351
100788,Game_788,23.51,Adventure|Simulation,Singleplayer|Multiplayer|Competitive,Mac,0.63,69658
100789,Game_789,17.86,Action,Story Rich|Competitive|Open World,Linux,0.78,86088
100790,Game_790,46.8,Simulation|RPG,Competitive|Open World|Singleplayer,Windows|Mac|Linux,0.97,21673
100791,Game_791,51.23,Adventure,Story Rich|Open World|Singleplayer,Mac,0.62,17157
100792,Game_792,1.68,Simulation|Adventure,Open World|Co-op|Multiplayer|Story Rich,Mac,0.7,18738
100793,Game_793,46.36,Adventure,Multiplayer|Singleplayer|Competitive|Open World,Linux,0.71,81870
100794,Game_794,21.53,Simulation,Story Rich|Co-op|Singleplayer|Competitive,Linux,0.81,43519
100795,Game_795,6.25,RPG,Multiplayer|Competitive|Co-op,Mac|Windows,0.61,38007
100796,Game_796,33.86,Strategy,Singleplayer|Open World,Windows,0.73,13729
100797,Game_797,35.76,Adventure,Multiplayer|Singleplayer,Mac,0.75,4862
100798,Game_798,50.28,Adventure|Sports,Story Rich|Open World,Linux|Windows|Mac,0.63,77179
100799,Game_799,56.84,Simulation,Open World|Story Rich|Competitive,Linux|Mac|Windows,0.95,78649
100800,Game_800,13.12,Simulation|Adventure,Multiplayer|Competitive|Singleplayer,Mac|Linux|Windows,0.61,5816
100801,Game_801,36.91,Simulation|Strategy,Co-op|Singleplayer|Story Rich|Multiplayer,Linux,0.68,33864
100802,Game_802,48.73,Action|Adventure,Co-op|Story Rich|Competitive|Multiplayer,Linux|Windows,0.92,63638
100803,Game_803,6.4,Indie,Singleplayer|Open World,Windows,0.91,44381
100804,Game_804,29.77,Simulation|Indie,Open World|Story Rich,Linux|Windows,0.86,95794
100805,Game_805,5.4,Simulation|RPG,Open World|Multiplayer|Co-op|Story Rich,Windows|Linux|Mac,0.64,3195
100806,Game_806,11.39,Sports|RPG,Singleplayer|Open World,Mac,0.84,84377
100807,Game_807,7.27,Simulation|Sports|RPG,Competitive|Singleplayer|Multiplayer,Windows,0.73,50622
100808,Game_808,25.27,Indie,Competitive|Multiplayer|Singleplayer,Windows|Mac|Linux,0.98,99008
100809,Game_809,43.26,RPG|Simulation,Story Rich|Co-op|Multiplayer,Windows|Mac,0.67,79416
100810,Game_810,40.04,Indie,Story Rich|Multiplayer|Singleplayer|Competitive,Linux|Windows,0.94,71732
100811,Game_811,52.93,Adventure|Indie,Story Rich|Multiplayer,Windows|Linux|Mac,0.87,76979
100812,Game_812,56.7,Indie|Sports|RPG,Story Rich|Competitive|Co-op,Linux|Mac,0.97,13748
100813,Game_813,56.62,Strategy|Indie,Singleplayer|Open World|Competitive,Windows|Linux,0.75,88865
100814,Game_814,49.2,Indie|Adventure,Singleplayer|Story Rich|Open World|Co-op,Windows,0.91,87963
100815,Game_815,13.68,RPG,Singleplayer|Open World|Story Rich|Competitive,Windows|Mac|Linux,0.76,24186
100816,Game_816,24.09,Indie,Multiplayer|Open World,Windows|Mac,0.81,16148
100817,Game_817,32.03,Strategy,Singleplayer|Open World,Windows|Linux|Mac,0.76,70142
100818,Game_818,29.58,Indie|Simulation|Adventure,Story Rich|Multiplayer,Mac,0.94,20133
100819,Game_819,8.33,Sports|Action,Singleplayer|Open World|Multiplayer|Story Rich,Windows|Mac|Linux,0.6,62102
100820,Game_820,19.43,Adventure|Sports,Open World|Story Rich|Singleplayer,Mac|Linux,0.76,45714
100821,Game_821,50.25,Simulation|Indie,Singleplayer|Multiplayer,Linux|Mac|Windows,0.68,6309
100822,Game_822,55.9,Indie|Action|Sports,Story Rich|Singleplayer|Co-op|Multiplayer,Mac|Linux|Windows,0.83,83629
100823,Game_823,48.97,Adventure,Co-op|Open World|Story Rich|Competitive,Linux,0.81,10577
100824,Game_824,49.01,Simulation|Sports|Action,Multiplayer|Story Rich|Co-op,Mac|Linux,0.95,53774
100825,Game_825,16.08,Simulation|Strategy,Story Rich|Open World|Singleplayer,Linux|Mac|Windows,0.76,12146
100826,Game_826,59.7,Simulation|Action,Story Rich|Singleplayer|Open World,Mac|Linux,0.73,46402
100827,Game_827,33.61,Adventure|Indie|Sports,Co-op|Story Rich|Open World|Competitive,Linux|Windows|Mac,0.72,28770
100828,Game_828,13.21,Sports|Indie|Strategy,Multiplayer|Open World,Mac|Linux|Windows,0.93,29315
100829,Game_829,33.56,Action|Adventure,Multiplayer|Competitive,Linux,0.94,66133
100830,Game_830,29.95,RPG,Story Rich|Singleplayer,Mac,0.74,37573
100831,Game_831,44.62,Simulation|Indie|Action,Singleplayer|Co-op|Competitive,Windows|Linux|Mac,0.81,96735
100832,Game_832,23.05,Indie,Story Rich|Singleplayer,Mac|Windows|Linux,0.95,75227
100833,Game_833,39.21,Indie|Adventure|RPG,Singleplayer|Story Rich,Windows|Mac|Linux,0.93,52677
100834,Game_834,34.81,Sports|Simulation,Open World|Multiplayer|Competitive|Singleplayer,Linux,0.67,15808
100835,Game_835,59.23,Simulation|RPG,Co-op|Story Rich,Windows|Linux,0.62,74052
100836,Game_836,33.33,Action|Indie,Story Rich|Singleplayer|Multiplayer,Linux|Windows|Mac,0.88,82581
100837,Game_837,21.07,Strategy|Indie,Singleplayer|Multiplayer|Story Rich|Co-op,Mac|Linux|Windows,0.74,68914
100838,Game_838,46.59,Action,Open World|Competitive|Multiplayer|Story Rich,Windows,0.75,82788
100839,Game_839,59.87,RPG|Adventure|Simulation,Open World|Co-op|Singleplayer,Windows|Mac|Linux,0.88,18643
100840,Game_840,6.41,Sports,Multiplayer|Open World|Singleplayer|Story Rich,Windows|Mac,0.87,78463
100841,Game_841,0.47,Strategy|RPG,Competitive|Story Rich,Mac|Linux,0.69,40863
100842,Game_842,0.54,Adventure,Story Rich|Multiplayer|Competitive|Co-op,Linux,0.82,69240
100843,Game_843,32.88,Action,Open World|Competitive|Multiplayer|Co-op,Windows,0.62,44908
100844,Game_844,11.53,Strategy|Sports,Multiplayer|Competitive,Mac|Linux,0.71,75929
100845,Game_845,13.22,Adventure|Action,Competitive|Story Rich|Singleplayer|Open World,Mac|Windows|Linux,0.63,90323
100846,Game_846,48.74,Indie|Action|Simulation,Multiplayer|Open World,Windows|Linux,0.95,14218
100847,Game_847,2.03,Strategy|Action,Multiplayer|Singleplayer,Mac|Windows|Linux,0.61,32015
100848,Game_848,29.68,Action|Sports|Indie,Singleplayer|Story Rich,Linux|Windows|Mac,0.72,26071
100849,Game_849,41.34,Adventure,Competitive|Story Rich|Open World,Windows|Linux|Mac,0.81,59487
100850,Game_850,0.58,Sports|Adventure|RPG,Co-op|Multiplayer|Singleplayer|Open World,Mac|Windows|Linux,0.86,72098
100851,Game_851,6.4,Simulation|Adventure,Open World|Co-op,Mac|Linux,0.85,14310
100852,Game_852,55.61,Sports|RPG,Story Rich|Competitive,Linux|Mac,0.66,73150
